id,source_id,review_route,quality_score,primary_skill,prerequisite,license_decision,age_decision,title_or_question,canonical_url
library_of_congress_free_to_use-703f7d425d2505c0,library_of_congress_free_to_use,priority_manual_review,62,,,provisionally_clear_requires_human_confirmation,no_automated_flags,[First and ten millionth Ford],https://www.loc.gov/item/2016816959/
library_of_congress_free_to_use-770c3ff3174c0e26,library_of_congress_free_to_use,priority_manual_review,62,,,provisionally_clear_requires_human_confirmation,no_automated_flags,"Wedding of Sopheap Kuth and Pen Hing at the home of Pen Hing's mother, Mrs. Chounn Chen, Lowell, Massachusetts",https://www.loc.gov/item/afc1987042_dt_241/
library_of_congress_free_to_use-8dd5630ccb493523,library_of_congress_free_to_use,priority_manual_review,62,,,provisionally_clear_requires_human_confirmation,no_automated_flags,"Destitute pea pickers in California. Mother of seven children. Age thirty-two. Nipomo, California",https://www.loc.gov/item/2017762891/
library_of_congress_free_to_use-a5b552e94e93674a,library_of_congress_free_to_use,priority_manual_review,62,,,provisionally_clear_requires_human_confirmation,no_automated_flags,"[Cossitt Library, Memphis, Tenn.]",https://www.loc.gov/item/2016809661/
library_of_congress_free_to_use-b06e3e5741349c5b,library_of_congress_free_to_use,priority_manual_review,62,,,provisionally_clear_requires_human_confirmation,no_automated_flags,A Cape Ann fisherman mending his nets,https://www.loc.gov/item/2016804519/
library_of_congress_free_to_use-b7d023e7774d2a9d,library_of_congress_free_to_use,priority_manual_review,62,,,provisionally_clear_requires_human_confirmation,no_automated_flags,"Korean class, Korean school picnic, First Korean School, Silver Spring, Maryland",https://www.loc.gov/item/afc1993001_196614_01/
library_of_congress_free_to_use-c737e4d92bb34a15,library_of_congress_free_to_use,priority_manual_review,62,,,provisionally_clear_requires_human_confirmation,no_automated_flags,"[Lewis and Clark map, with annotations in brown ink by Meriwether Lewis, tracing showing the Mississippi, the Missouri for a short distance above Kansas, Lakes Michigan, Superior, and Winnipeg, and the country onwards to the Pacific].",https://www.loc.gov/item/98687178/
library_of_congress_free_to_use-e594a6576e212725,library_of_congress_free_to_use,priority_manual_review,62,,,provisionally_clear_requires_human_confirmation,no_automated_flags,"Carrie Severt in kitchen, Allegheny County, North Carolina",https://www.loc.gov/item/afc1982009_te_098/
project_gutenberg-013d954589e13018,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The Well at the World's End: A Tale,https://www.gutenberg.org/ebooks/169
project_gutenberg-034d87623bf1eac1,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,"From the Earth to the moon; and, round the moon",https://www.gutenberg.org/ebooks/83
project_gutenberg-05c0a0386f423212,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,A Connecticut Yankee in King Arthur's Court,https://www.gutenberg.org/ebooks/86
project_gutenberg-0a0e7d9319bf8118,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The Marvelous Land of Oz,https://www.gutenberg.org/ebooks/54
project_gutenberg-130bcceca95bf44d,project_gutenberg,manual_review_required,61,evidence_selection,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The Federalist Papers,https://www.gutenberg.org/ebooks/18
project_gutenberg-1fc903091ad55a92,project_gutenberg,manual_review_required,61,evidence_selection,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The History and Practice of the Art of Photography,https://www.gutenberg.org/ebooks/168
project_gutenberg-237a46cbee18e2a5,project_gutenberg,sensitive_context_review,61,evidence_selection,,insufficient_item_rights_evidence,context_review_required,Abraham Lincoln's Second Inaugural Address,https://www.gutenberg.org/ebooks/8
project_gutenberg-25927a2436eace1a,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The Scarlet Letter,https://www.gutenberg.org/ebooks/33
project_gutenberg-26d7b96436a3acdb,project_gutenberg,sensitive_context_review,61,evidence_selection,,insufficient_item_rights_evidence,context_review_required,The Declaration of Independence of the United States of America,https://www.gutenberg.org/ebooks/1
project_gutenberg-26fd7be6fd45ac58,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,"Thuvia, maid of Mars",https://www.gutenberg.org/ebooks/72
project_gutenberg-27982ba1cd9881bd,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The Lost Continent,https://www.gutenberg.org/ebooks/149
project_gutenberg-2e0c1926aa995d28,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The Time Machine,https://www.gutenberg.org/ebooks/35
project_gutenberg-2e91607c69a54f10,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,Child Christopher and Goldilind the Fair,https://www.gutenberg.org/ebooks/234
project_gutenberg-3ee1e0a15c8694d0,project_gutenberg,manual_review_required,61,evidence_selection,,insufficient_item_rights_evidence,insufficient_content_for_age_review,"Inaugural Address of Franklin Delano Roosevelt
Given in Washington, D.C. March 4th, 1933",https://www.gutenberg.org/ebooks/104
project_gutenberg-4269574b6eed878b,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The island of Doctor Moreau,https://www.gutenberg.org/ebooks/159
project_gutenberg-5153fb44ae0c763f,project_gutenberg,sensitive_context_review,61,evidence_selection,,insufficient_item_rights_evidence,context_review_required,The Art of War,https://www.gutenberg.org/ebooks/132
project_gutenberg-5704f7d3ac7849f1,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,Flatland: A Romance of Many Dimensions,https://www.gutenberg.org/ebooks/201
project_gutenberg-5cc604e8e8765970,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The strange case of Dr. Jekyll and Mr. Hyde,https://www.gutenberg.org/ebooks/42
project_gutenberg-5d7353c2bfebd15a,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,Orthodoxy,https://www.gutenberg.org/ebooks/130
project_gutenberg-67e252aca6a3aa28,project_gutenberg,sensitive_context_review,61,main_idea_inference,,insufficient_item_rights_evidence,context_review_required,A Tale of Two Cities,https://www.gutenberg.org/ebooks/98
project_gutenberg-687bc76dc359dca4,project_gutenberg,sensitive_context_review,61,evidence_selection,,insufficient_item_rights_evidence,context_review_required,"Narrative of the Life of Frederick Douglass, an American Slave",https://www.gutenberg.org/ebooks/23
project_gutenberg-6b769a85056e7682,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,Anne of Green Gables,https://www.gutenberg.org/ebooks/45
project_gutenberg-6b90ef64d6a78164,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,Twenty Thousand Leagues under the Sea,https://www.gutenberg.org/ebooks/164
project_gutenberg-729d453d62fcbe10,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,What Is Man? and Other Essays,https://www.gutenberg.org/ebooks/70
project_gutenberg-7b51a8ca7f7490ea,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The Monster Men,https://www.gutenberg.org/ebooks/96
project_gutenberg-88e67e9c476edc54,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The Lost World,https://www.gutenberg.org/ebooks/139
project_gutenberg-896e54f103400642,project_gutenberg,manual_review_required,61,evidence_selection,,insufficient_item_rights_evidence,insufficient_content_for_age_review,United States Census Figures Back to 1630,https://www.gutenberg.org/ebooks/115
project_gutenberg-8b27ef78631ead73,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The Scarlet Pimpernel,https://www.gutenberg.org/ebooks/60
project_gutenberg-8c59a3a4fa548534,project_gutenberg,sensitive_context_review,61,evidence_selection,,insufficient_item_rights_evidence,context_review_required,"The United States Bill of Rights
The Ten Original Amendments to the Constitution of the United States",https://www.gutenberg.org/ebooks/2
project_gutenberg-8f74d15ca6aaf63a,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The Wonderful Wizard of Oz,https://www.gutenberg.org/ebooks/55
project_gutenberg-92588fab2c9de2fc,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,Herland,https://www.gutenberg.org/ebooks/32
project_gutenberg-9621196a9106c7d0,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,Ivanhoe: A Romance,https://www.gutenberg.org/ebooks/82
project_gutenberg-996955d61babc9a3,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,"Frankenstein; or, the modern prometheus",https://www.gutenberg.org/ebooks/84
project_gutenberg-9c8889d7ca7781f6,project_gutenberg,sensitive_context_review,61,main_idea_inference,,insufficient_item_rights_evidence,context_review_required,The war of the worlds,https://www.gutenberg.org/ebooks/36
project_gutenberg-a062ebc845b9d215,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,Violists,https://www.gutenberg.org/ebooks/112
project_gutenberg-a2b44d797556c480,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,On the Duty of Civil Disobedience,https://www.gutenberg.org/ebooks/71
project_gutenberg-a5d4bd0e8bc91adc,project_gutenberg,manual_review_required,61,evidence_selection,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The Autobiography of Benjamin Franklin,https://www.gutenberg.org/ebooks/148
project_gutenberg-af4c24c8d84dc32c,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The strange case of Dr. Jekyll and Mr. Hyde,https://www.gutenberg.org/ebooks/43
project_gutenberg-b779f3f155f28388,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,Flatland: A Romance of Many Dimensions,https://www.gutenberg.org/ebooks/97
project_gutenberg-bf9ec1627ed1ad87,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,Anne of the Island,https://www.gutenberg.org/ebooks/51
project_gutenberg-c4fb6d576879e796,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The gods of Mars,https://www.gutenberg.org/ebooks/64
project_gutenberg-c701659d51868c19,project_gutenberg,manual_review_required,61,evidence_selection,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The Hacker Crackdown: Law and Disorder on the Electronic Frontier,https://www.gutenberg.org/ebooks/101
project_gutenberg-c7b47ccf226afdb3,project_gutenberg,sensitive_context_review,61,evidence_selection,,insufficient_item_rights_evidence,context_review_required,Abraham Lincoln's First Inaugural Address,https://www.gutenberg.org/ebooks/9
project_gutenberg-c8410a3706a564f1,project_gutenberg,sensitive_context_review,61,evidence_selection,,insufficient_item_rights_evidence,context_review_required,Give Me Liberty or Give Me Death,https://www.gutenberg.org/ebooks/6
project_gutenberg-c95733eacfe13324,project_gutenberg,sensitive_context_review,61,main_idea_inference,,insufficient_item_rights_evidence,context_review_required,The Red Badge of Courage: An Episode of the American Civil War,https://www.gutenberg.org/ebooks/73
project_gutenberg-cb10cf336d81e7ea,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The Poison Belt,https://www.gutenberg.org/ebooks/126
project_gutenberg-cde4c734f615462c,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,At the Back of the North Wind,https://www.gutenberg.org/ebooks/225
project_gutenberg-cef54a752390cc19,project_gutenberg,manual_review_required,61,evidence_selection,,insufficient_item_rights_evidence,insufficient_content_for_age_review,Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth in the Sciences,https://www.gutenberg.org/ebooks/59
project_gutenberg-d3a3c1c4be9a5317,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,Anne of Avonlea,https://www.gutenberg.org/ebooks/47
project_gutenberg-d5d6dcdcdfb6e990,project_gutenberg,sensitive_context_review,61,evidence_selection,,insufficient_item_rights_evidence,context_review_required,My Bondage and My Freedom,https://www.gutenberg.org/ebooks/202
project_gutenberg-f075d626e07d0bc2,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,"The Fables of Aesop
Selected, Told Anew, and Their History Traced",https://www.gutenberg.org/ebooks/28
project_gutenberg-f370017294c13cb2,project_gutenberg,manual_review_required,61,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The Republic,https://www.gutenberg.org/ebooks/150
library_of_congress_free_to_use-10457e95eb8136db,library_of_congress_free_to_use,priority_manual_review,58,,,provisionally_clear_requires_human_confirmation,context_review_required,"Beatrice Loftly, Lucy West, Miss. M.B.  Head, home economics teacher, and Josephine Daniels, in school home economics room enjoying ice cream they have made. Flint River Farms, Georgia",https://www.loc.gov/item/2017800839/
library_of_congress_free_to_use-3bb08221220ee57c,library_of_congress_free_to_use,priority_manual_review,58,,,provisionally_clear_requires_human_confirmation,context_review_required,"Farm people at livestock auction. Central Iowa Fair, Marshalltown, Iowa",https://www.loc.gov/item/2017778455/
library_of_congress_free_to_use-8bb0a1603801eeb8,library_of_congress_free_to_use,priority_manual_review,58,,,provisionally_clear_requires_human_confirmation,context_review_required,"Bathroom in house which rents for sixteen dollars a month. Norfolk, Virginia",https://www.loc.gov/item/2017811986/
library_of_congress_free_to_use-c0d2dfe48c098ca6,library_of_congress_free_to_use,priority_manual_review,58,,,provisionally_clear_requires_human_confirmation,context_review_required,"The main shopping street, Christiansted, Saint Croix, Virgin Islands",https://www.loc.gov/item/2017877870/
library_of_congress_free_to_use-ca440c6b4cce0cee,library_of_congress_free_to_use,priority_manual_review,58,,,provisionally_clear_requires_human_confirmation,context_review_required,"Schoolroom. Grade school, San Augustine, Texas",https://www.loc.gov/item/2017783056/
library_of_congress_free_to_use-ecf0e163f50bcabc,library_of_congress_free_to_use,priority_manual_review,58,,,provisionally_clear_requires_human_confirmation,context_review_required,"Mexican baby with sister, San Antonio, Texas",https://www.loc.gov/item/2017739468/
library_of_congress_free_to_use-f34705d370013e16,library_of_congress_free_to_use,priority_manual_review,58,,,provisionally_clear_requires_human_confirmation,context_review_required,"Daytona Beach, Florida. Bethune-Cookman College. Dr. Mary McLeod Bethune, founder and former president and director of the NYA (National Youth Administration) Negro Relations",https://www.loc.gov/item/2017843211/
library_of_congress_free_to_use-81fd11ecd0d71e62,library_of_congress_free_to_use,priority_manual_review,57,,,provisionally_clear_requires_human_confirmation,context_review_required,"[Untitled photo, possibly related to: Greenbelt, Maryland. Handball courts behind the swimming pool]",https://www.loc.gov/item/2017832209/
project_gutenberg-0c2380a1035316a4,project_gutenberg,sensitive_context_review,57,evidence_selection,,insufficient_item_rights_evidence,context_review_required,Collected Articles of Frederick Douglass,https://www.gutenberg.org/ebooks/99
project_gutenberg-0febee19ef57e2bf,project_gutenberg,manual_review_required,57,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,Paradise Lost,https://www.gutenberg.org/ebooks/20
project_gutenberg-1665a064eea31dd5,project_gutenberg,manual_review_required,57,evidence_selection,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The 1993 CIA World Factbook,https://www.gutenberg.org/ebooks/87
project_gutenberg-2a83d73458905e17,project_gutenberg,manual_review_required,57,evidence_selection,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The 1990 CIA World Factbook,https://www.gutenberg.org/ebooks/14
project_gutenberg-2ca5778306f33bed,project_gutenberg,manual_review_required,57,evidence_selection,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The 1992 CIA World Factbook,https://www.gutenberg.org/ebooks/48
project_gutenberg-3052e756d0f3a84c,project_gutenberg,manual_review_required,57,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,George Sand: Some Aspects of Her Life and Writings,https://www.gutenberg.org/ebooks/138
project_gutenberg-3682dc4022e1f0a6,project_gutenberg,sensitive_context_review,57,evidence_selection,,insufficient_item_rights_evidence,context_review_required,"Lincoln's Gettysburg Address
Given November 19, 1863 on the battlefield near Gettysburg, Pennsylvania, USA",https://www.gutenberg.org/ebooks/4
project_gutenberg-372a1f71b7718919,project_gutenberg,manual_review_required,57,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The warlord of Mars,https://www.gutenberg.org/ebooks/68
project_gutenberg-4308f850db42a230,project_gutenberg,manual_review_required,57,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,Paradise Regained,https://www.gutenberg.org/ebooks/58
project_gutenberg-49802e6a2b362d80,project_gutenberg,manual_review_required,57,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The Communist Manifesto,https://www.gutenberg.org/ebooks/61
project_gutenberg-4c5d4e39052387e4,project_gutenberg,manual_review_required,57,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,At the Earth's Core,https://www.gutenberg.org/ebooks/123
project_gutenberg-764ab1e606d99cf8,project_gutenberg,sensitive_context_review,57,evidence_selection,,insufficient_item_rights_evidence,context_review_required,The Black Experience in America,https://www.gutenberg.org/ebooks/67
project_gutenberg-7a679331a0767ac6,project_gutenberg,manual_review_required,57,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The Beasts of Tarzan,https://www.gutenberg.org/ebooks/85
project_gutenberg-a570f637105e8c81,project_gutenberg,manual_review_required,57,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,Paradise Lost,https://www.gutenberg.org/ebooks/26
project_gutenberg-ab51b68b6ccb89a6,project_gutenberg,manual_review_required,57,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,A princess of Mars,https://www.gutenberg.org/ebooks/62
project_gutenberg-c5790b1e6b68695d,project_gutenberg,manual_review_required,57,evidence_selection,,insufficient_item_rights_evidence,insufficient_content_for_age_review,John F. Kennedy's Inaugural Address,https://www.gutenberg.org/ebooks/3
project_gutenberg-c7611e8c795db06e,project_gutenberg,manual_review_required,57,main_idea_inference,,insufficient_item_rights_evidence,insufficient_content_for_age_review,"The Number ""e""",https://www.gutenberg.org/ebooks/63
project_gutenberg-cd77e618cc71efc8,project_gutenberg,manual_review_required,57,evidence_selection,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The 1991 CIA World Factbook,https://www.gutenberg.org/ebooks/25
project_gutenberg-d1eadd54cbcb2bb9,project_gutenberg,manual_review_required,57,evidence_selection,,insufficient_item_rights_evidence,insufficient_content_for_age_review,"Workshop on Electronic Texts: Proceedings, 9-10 June 1992",https://www.gutenberg.org/ebooks/53
project_gutenberg-d376ff157c598522,project_gutenberg,manual_review_required,57,sentence_boundaries,,insufficient_item_rights_evidence,insufficient_content_for_age_review,William Gibson Interviewed,https://www.gutenberg.org/ebooks/235
project_gutenberg-d63de8360083c8fa,project_gutenberg,manual_review_required,57,evidence_selection,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The 1994 CIA World Factbook,https://www.gutenberg.org/ebooks/180
project_gutenberg-e6d364505fa61aec,project_gutenberg,manual_review_required,57,evidence_selection,,insufficient_item_rights_evidence,insufficient_content_for_age_review,"Deuterocanonical Books of the Bible
Apocrypha",https://www.gutenberg.org/ebooks/124
project_gutenberg-e7ae1fa518b4bb04,project_gutenberg,manual_review_required,57,evidence_selection,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The Mayflower Compact,https://www.gutenberg.org/ebooks/7
project_gutenberg-f071719e5b0d88ae,project_gutenberg,manual_review_required,57,evidence_selection,,insufficient_item_rights_evidence,insufficient_content_for_age_review,"The Martin Luther King, Jr. Day, 1995, Memorial Issue",https://www.gutenberg.org/ebooks/206
project_gutenberg-f1c24e7ee2697217,project_gutenberg,manual_review_required,57,evidence_selection,,insufficient_item_rights_evidence,insufficient_content_for_age_review,The Dawn of Amateur Radio in the U.K. and Greece: A Personal View,https://www.gutenberg.org/ebooks/66
project_gutenberg-f2744a8b52a3c86c,project_gutenberg,manual_review_required,57,evidence_selection,,insufficient_item_rights_evidence,insufficient_content_for_age_review,"The Bible, King James Version, Complete",https://www.gutenberg.org/ebooks/30
library_of_congress_free_to_use-00a36713a3ccd9ec,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,Robinson Crusoe from the book by Daniel Defoe,https://www.loc.gov/item/93684808/
library_of_congress_free_to_use-0a48dbeac639465b,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,Scenic views along Route 1 near the Pacific Ocean in Northern California,https://www.loc.gov/item/2013632238/
library_of_congress_free_to_use-0b6e3b56280ee9d5,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,[Skyscraper office building],https://www.loc.gov/item/2017645568/
library_of_congress_free_to_use-0be77ac34123f0c0,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,The Princeton-Yale foot-ball match at the Berkeley Oval / Drawn by T. de Thulstrup.,https://www.loc.gov/item/2013645876/
library_of_congress_free_to_use-0dda68113631081d,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Tanis Guinness & ""Ta Wang""",https://www.loc.gov/item/2014691175/
library_of_congress_free_to_use-16ebba3413e5c769,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Skyline at dusk, dominated by Willis Tower, long known as Sears Tower, Chicago, Illinois",https://www.loc.gov/item/2011636263/
library_of_congress_free_to_use-1d3f7928defe7a71,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,The picnic,https://www.loc.gov/item/2013648275/
library_of_congress_free_to_use-22be8f173e7a2014,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Light house and buoys / Centennial Photographic Co., Philad'a.",https://www.loc.gov/item/2005677910/
library_of_congress_free_to_use-29acae8e205636a6,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"[Trans-Siberian Railway metal truss bridge on stone piers, over the Kama River near Perm, Ural Mountains Region]",https://www.loc.gov/item/2018681190/
library_of_congress_free_to_use-2aaf6b89b5827b1c,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Elmira, N.Y. : 1873",https://www.loc.gov/item/99447822/
library_of_congress_free_to_use-3104b18e9e179265,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Velocipede hair oil - highly perfumed by T.P. Spencer & Co., New York",https://www.loc.gov/item/2004671461/
library_of_congress_free_to_use-3d286bb30e147981,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,Group of women working on a windmill quilt at a quilting bee in the living room of Mabel Brown's home on Drews Creek,https://www.loc.gov/item/cmns000048/
library_of_congress_free_to_use-3e960db0bc877d2e,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,Momijigari,https://www.loc.gov/item/2008660404/
library_of_congress_free_to_use-402e6e18c54ac89f,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Map of Allegheny County, Pennsylvania, with the names of property-holders : from actual surveys",https://www.loc.gov/item/2012592150/
library_of_congress_free_to_use-40d3885ee2c29867,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,Suruga miho no matsubara / Hiroshige-ga.,https://www.loc.gov/item/2004666330/
library_of_congress_free_to_use-410ba43434c25a83,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Haunted house, Castle Park Golf, Polk Street, Riverside, California",https://www.loc.gov/item/2017705303/
library_of_congress_free_to_use-418a774dc6782fdb,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"[Hardie Henderson, Brooklyn Trolley-Dodgers, baseball card portrait]",https://www.loc.gov/item/2007683700/
library_of_congress_free_to_use-4678d052594df36b,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,Barnyard / Mabel Dwight.,https://www.loc.gov/item/89710982/
library_of_congress_free_to_use-4b8beb5c819d3ac2,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Woolworth tower in clouds, New York City",https://www.loc.gov/item/96518598/
library_of_congress_free_to_use-50ede9d2af7371cc,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"[Wedding picture, man seated and woman holding flowers and standing]",https://www.loc.gov/item/2003681234/
library_of_congress_free_to_use-55a585be2d56fdcd,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Lewis, Mrs. E.B.",https://www.loc.gov/item/2016700846/
library_of_congress_free_to_use-5c866506bb45fb61,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,[William Howard Taft seated at table playing cards with his wife and two men on boat enroute to Philippines],https://www.loc.gov/item/2002719743/
library_of_congress_free_to_use-5f6b1d76dd397ebf,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Barbara Jordan, Congresswoman, 1972-78",https://www.loc.gov/item/2020731393/
library_of_congress_free_to_use-6175b494512a88eb,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Downtown biker on a day when heavy snow covers the main street of Telluride, Colorado",https://www.loc.gov/item/2017687309/
library_of_congress_free_to_use-63847b106ef66981,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"[TWA Terminal, John F. Kennedy International Airport, New York, New York. Cutaway perspective]",https://www.loc.gov/item/2008680877/
library_of_congress_free_to_use-685b95995f9bafe2,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Joseph P. Shultz and Susan G. Shultz interview conducted by Hannah Harvester, 2013-02-18.",https://www.loc.gov/item/2020655448/
library_of_congress_free_to_use-6d66d1fc77057382,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,"Do spirits return? Houdini says no - and proves it. 3 shows in one : magic, illusions, escapes = fraud mediums exposed.",https://www.loc.gov/item/2014636902/
library_of_congress_free_to_use-718ced06e62f2ebd,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,Bedouin wedding series. The bride,https://www.loc.gov/item/2019692829/
library_of_congress_free_to_use-74f8563d18321306,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,Fukagawa mannenbashi shita,https://www.loc.gov/item/2008660637/
library_of_congress_free_to_use-757507c7f4cbc761,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,Yale,https://www.loc.gov/item/94506854/
library_of_congress_free_to_use-7d9ffd7058f63de0,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,Try a Dutch float Pennsylvania Dutch birch beer with vanilla ice cream.,https://www.loc.gov/item/2016651606/
library_of_congress_free_to_use-7ef4aa049593fedf,library_of_congress_free_to_use,manual_review_required,56,,,manual_rights_review_required,no_automated_flags,Auto accident,https://www.loc.gov/item/2016832851/
